part_no,part_name,model,customer,cav,cycle_time,weight_part,weight_runner,spq,type_material,grade_material,color_material,mold_id,machine_id,scrap_rate,changeover_min
PN-4425-C,Housing Front,MDL-71,Yamaha Music,2,37,278.1,30.21,100,PA6,PA6-GP-100,Blue,MLD-819,MC-06 (350T),1.94,60
PN-2377-A,Cap Inner,MDL-64,Samsung,8,58.6,451.1,37.05,1000,PA6,PA6-V0-55,Red,MLD-403,MC-05 (250T),1.7,90
PN-6855-A,Cover Outer,MDL-87,Samsung,4,11.8,19.47,1.75,1000,PP,PP-Standard,Black,MLD-318,MC-03 (110T),2.56,45
PN-1996-B,Lever Front,MDL-69,Toyota Motor,16,51,312.65,31.64,200,POM,POM-Standard,Black,MLD-938,MC-06 (350T),1.26,45
PN-3649-C,Panel Front,MDL-31,LG Electronics,16,31.6,251.59,32.39,500,POM,POM-GF-30,Grey,MLD-132,MC-05 (250T),2.1,90
PN-4258-C,Gear Front,MDL-31,LG Electronics,1,52.8,377.45,59.01,1000,PP,PP-GF-30,Black,MLD-459,MC-07 (450T),2.44,120
PN-7787-C,Bracket Outer,MDL-22,Astra Honda,16,11.8,39.51,6.39,200,PC,PC-V0-55,Black,MLD-523,MC-03 (110T),2.78,30
PN-8675-A,Cap Front,MDL-52,Toyota Motor,4,49.8,414.62,74.43,500,PP,PP-V0-55,Red,MLD-980,MC-05 (250T),1.23,120
PN-8003-C,Housing Outer,MDL-15,Yamaha Music,1,33.7,137.93,16.46,50,ABS,ABS-Standard,Red,MLD-978,MC-04 (150T),1.25,90
PN-4909-C,Housing Outer,MDL-87,LG Electronics,1,56.2,425.09,71.34,500,PMMA,PMMA-Standard,Black,MLD-292,MC-05 (250T),1.95,90
PN-1181-A,Lever Outer,MDL-80,Samsung,2,21.9,39.42,4.59,200,POM,POM-V0-55,Red,MLD-940,MC-01 (50T),2.13,45
PN-5687-B,Lever Rear,MDL-77,Samsung,1,50.1,418.35,56.14,200,ABS,ABS-Standard,Grey,MLD-217,MC-08 (650T),1.98,90
PN-9827-C,Cover Rear,MDL-11,Yamaha Music,2,47.8,417.53,70.6,500,POM,POM-GP-100,Grey,MLD-245,MC-05 (250T),1.95,60
PN-4432-C,Cover Rear,MDL-29,Yamaha Music,16,47.5,333.3,37.43,50,PMMA,PMMA-GP-100,Blue,MLD-827,MC-08 (650T),2.11,45
PN-2608-C,Housing Inner,MDL-28,LG Electronics,2,55.7,360.53,37.22,50,PC,PC-GF-30,Natural,MLD-506,MC-05 (250T),0.74,90
PN-7345-A,Cover Rear,MDL-96,LG Electronics,16,20.9,20.17,2.55,100,ABS,ABS-GF-30,Grey,MLD-581,MC-04 (150T),1.91,90
PN-5215-C,Cap Outer,MDL-83,Astra Honda,2,30.3,131.12,17.52,100,PMMA,PMMA-HI-121,Red,MLD-927,MC-01 (50T),1.81,120
PN-9347-B,Cover Rear,MDL-10,Toyota Motor,16,49.7,402.92,67.95,1000,PC,PC-V0-55,Blue,MLD-986,MC-06 (350T),2.6,90
PN-2388-A,Gear Outer,MDL-93,Astra Honda,8,46.4,304.41,52.42,1000,ABS,ABS-GP-100,Natural,MLD-638,MC-07 (450T),1.18,60
PN-4869-B,Cover Outer,MDL-83,Samsung,4,58,495.78,46.96,200,PMMA,PMMA-GP-100,White,MLD-540,MC-05 (250T),1.02,120
PN-8794-A,Panel Rear,MDL-60,Toyota Motor,8,28.7,226.76,43.54,500,PA6,PA6-V0-55,Natural,MLD-185,MC-08 (650T),0.59,30
PN-9891-B,Bracket Front,MDL-34,Samsung,8,32.4,201.46,24.58,1000,PP,PP-GF-30,Blue,MLD-944,MC-06 (350T),0.84,45
PN-6649-A,Bracket Inner,MDL-18,LG Electronics,16,59.5,432.19,83.53,200,PC,PC-HI-121,Red,MLD-184,MC-08 (650T),1.55,90
PN-2094-C,Cap Outer,MDL-69,Samsung,4,36,244.17,18.99,500,PA6,PA6-GP-100,Black,MLD-892,MC-08 (650T),1.16,60
PN-1611-C,Cover Outer,MDL-53,Yamaha Music,4,24,149.13,13.64,200,ABS,ABS-HI-121,Blue,MLD-291,MC-02 (80T),1.47,60
PN-1687-A,Gear Rear,MDL-80,Samsung,8,25,70.58,11.91,1000,ABS,ABS-Standard,Black,MLD-673,MC-04 (150T),2.37,30
PN-3406-B,Panel Rear,MDL-18,Astra Honda,16,24.4,127.23,18.15,100,PP,PP-GF-30,Blue,MLD-348,MC-04 (150T),1.79,90
PN-8989-A,Lever Outer,MDL-80,Toyota Motor,8,43.2,286.99,28.52,50,PA6,PA6-V0-55,Grey,MLD-385,MC-05 (250T),1.72,45
PN-4730-B,Cover Outer,MDL-29,Astra Honda,8,16,42.58,4.18,200,PC,PC-GF-30,Natural,MLD-624,MC-01 (50T),0.96,120
PN-8157-B,Housing Front,MDL-41,Toyota Motor,4,24.8,60.63,5.83,1000,POM,POM-HI-121,Natural,MLD-425,MC-04 (150T),2.66,60
PN-1546-B,Cover Outer,MDL-29,Samsung,1,46,323.13,55.94,100,PA6,PA6-GF-30,White,MLD-868,MC-05 (250T),2.17,30
PN-4872-C,Lever Rear,MDL-59,Yamaha Music,8,51.2,337,36.35,1000,ABS,ABS-Standard,Blue,MLD-224,MC-07 (450T),0.84,90
PN-1624-A,Cover Outer,MDL-68,Yamaha Music,4,46.7,316.65,27.7,50,ABS,ABS-V0-55,Red,MLD-722,MC-07 (450T),1.93,45
PN-7093-A,Housing Front,MDL-73,Toyota Motor,1,55.6,475.81,26.37,100,PC,PC-GP-100,Blue,MLD-525,MC-08 (650T),2.43,45
PN-4182-C,Panel Rear,MDL-30,Astra Honda,8,44.9,278.44,44.67,200,POM,POM-Standard,Blue,MLD-911,MC-08 (650T),2.93,120
PN-8455-A,Bracket Front,MDL-85,Toyota Motor,1,24.2,63.22,10.89,100,PMMA,PMMA-V0-55,Natural,MLD-184,MC-04 (150T),0.95,45
PN-8126-B,Bracket Outer,MDL-45,Astra Honda,8,18.3,35.66,3.65,50,ABS,ABS-Standard,Black,MLD-693,MC-02 (80T),1.29,120
PN-7612-B,Panel Rear,MDL-96,Astra Honda,4,65.3,493.76,37.47,500,PP,PP-GP-100,White,MLD-154,MC-05 (250T),2.16,45
PN-2584-B,Cap Inner,MDL-65,LG Electronics,8,14.9,21.42,3.24,200,PMMA,PMMA-HI-121,Grey,MLD-448,MC-02 (80T),1.73,90
PN-6784-C,Cover Front,MDL-15,Astra Honda,1,25,195.11,19.74,500,PC,PC-HI-121,Blue,MLD-595,MC-04 (150T),0.67,90
PN-7128-B,Panel Inner,MDL-91,LG Electronics,4,55.3,448.4,56.91,50,PA6,PA6-GF-30,Red,MLD-762,MC-08 (650T),1.21,60
PN-4180-A,Housing Rear,MDL-64,Yamaha Music,8,20.6,128.47,7.72,50,POM,POM-Standard,Black,MLD-495,MC-01 (50T),1.07,60
PN-7880-A,Housing Outer,MDL-23,LG Electronics,4,46.3,302.22,46.25,500,PA6,PA6-GP-100,Black,MLD-293,MC-07 (450T),0.57,45
PN-3640-B,Gear Outer,MDL-90,LG Electronics,8,21.9,150.41,17.75,100,PMMA,PMMA-GF-30,Grey,MLD-261,MC-04 (150T),2.56,45
PN-7943-B,Lever Outer,MDL-38,LG Electronics,16,33,202.61,26,500,PMMA,PMMA-Standard,Grey,MLD-841,MC-08 (650T),2.88,30
PN-2024-A,Bracket Outer,MDL-30,Samsung,2,17.7,122.53,21.12,50,PA6,PA6-GP-100,White,MLD-462,MC-03 (110T),2.02,30
PN-8618-C,Cap Rear,MDL-50,Samsung,2,41.2,359.93,23.01,100,PP,PP-Standard,Natural,MLD-814,MC-06 (350T),2.62,30
PN-9830-C,Bracket Outer,MDL-48,Yamaha Music,16,47.1,285.08,43.37,500,POM,POM-GF-30,White,MLD-692,MC-08 (650T),2.39,30
PN-7046-B,Lever Rear,MDL-60,Toyota Motor,1,44.5,380.14,66.79,1000,PA6,PA6-Standard,Black,MLD-563,MC-06 (350T),1.78,45
PN-2612-C,Panel Front,MDL-87,Astra Honda,8,37.2,269.37,24.04,200,ABS,ABS-HI-121,Grey,MLD-731,MC-05 (250T),2.03,120
PN-8560-C,Gear Front,MDL-41,Astra Honda,2,24,61.2,7.91,1000,PMMA,PMMA-GF-30,White,MLD-826,MC-04 (150T),2.64,90
PN-4448-A,Cover Outer,MDL-30,LG Electronics,2,34.2,171.01,30.16,500,POM,POM-Standard,White,MLD-282,MC-02 (80T),2.59,90
PN-8466-B,Panel Inner,MDL-36,Samsung,8,61.3,455.74,53.3,500,PMMA,PMMA-GF-30,Black,MLD-588,MC-07 (450T),1.23,90
PN-9291-A,Panel Rear,MDL-71,Samsung,4,57.5,497.36,91.75,50,PA6,PA6-HI-121,White,MLD-161,MC-06 (350T),2.19,90
PN-4738-C,Housing Front,MDL-58,Yamaha Music,1,15.9,99.76,12.8,500,POM,POM-Standard,Natural,MLD-481,MC-02 (80T),2.38,120
PN-4182-A,Cap Outer,MDL-71,LG Electronics,2,42.5,296.98,23.59,1000,ABS,ABS-Standard,Black,MLD-896,MC-08 (650T),2.12,90
PN-9375-B,Panel Inner,MDL-60,Yamaha Music,1,47.5,356.71,39.94,500,PMMA,PMMA-HI-121,Grey,MLD-492,MC-08 (650T),2.62,120
PN-2596-B,Cap Outer,MDL-36,Toyota Motor,1,28.6,126.96,6.41,100,ABS,ABS-HI-121,Natural,MLD-920,MC-01 (50T),1.17,90
PN-6971-B,Panel Rear,MDL-41,Toyota Motor,2,44.7,349.08,24.65,100,POM,POM-HI-121,White,MLD-975,MC-07 (450T),2.16,90
PN-5939-A,Panel Rear,MDL-14,Yamaha Music,16,22.6,135.91,16.93,100,PC,PC-GP-100,White,MLD-170,MC-04 (150T),1.06,60
PN-2583-B,Bracket Rear,MDL-99,Astra Honda,1,41.2,260.93,47.42,1000,ABS,ABS-GP-100,Red,MLD-977,MC-07 (450T),1.17,45
PN-6487-B,Cap Outer,MDL-85,Astra Honda,8,50.9,353.54,23.51,100,ABS,ABS-Standard,White,MLD-255,MC-08 (650T),2.89,90
PN-7788-B,Gear Inner,MDL-19,Astra Honda,1,57.7,382.83,26.33,100,POM,POM-GP-100,Black,MLD-573,MC-07 (450T),2.14,90
PN-6585-B,Housing Outer,MDL-70,Samsung,8,51.4,409.8,27.75,100,PMMA,PMMA-GP-100,Grey,MLD-837,MC-08 (650T),2.16,120
PN-8539-C,Cover Outer,MDL-48,Yamaha Music,4,34.6,261.35,50.05,500,PMMA,PMMA-V0-55,Blue,MLD-445,MC-08 (650T),1.38,90
PN-7310-B,Bracket Outer,MDL-96,Astra Honda,1,24.6,49.01,3.29,200,POM,POM-GP-100,Red,MLD-113,MC-02 (80T),0.76,60
PN-5146-A,Cover Front,MDL-65,Yamaha Music,1,58.3,475.08,85.96,1000,POM,POM-HI-121,Grey,MLD-862,MC-05 (250T),0.65,45
PN-8136-A,Gear Rear,MDL-67,Samsung,1,32.1,236.42,26.9,200,PP,PP-GP-100,Natural,MLD-175,MC-08 (650T),2.4,120
PN-6118-B,Bracket Inner,MDL-53,Samsung,2,50,338.09,18.67,500,ABS,ABS-V0-55,Natural,MLD-212,MC-08 (650T),2.89,90
PN-8687-B,Panel Rear,MDL-27,Samsung,1,45.9,286.9,18.19,500,POM,POM-V0-55,Natural,MLD-661,MC-08 (650T),2.33,30
PN-8472-A,Gear Rear,MDL-73,LG Electronics,4,29.8,183.55,31.81,50,PA6,PA6-Standard,Blue,MLD-229,MC-03 (110T),2.48,90
PN-2809-A,Housing Front,MDL-53,Astra Honda,8,58.4,442.35,57.22,200,PC,PC-GF-30,Blue,MLD-142,MC-05 (250T),2.59,45
PN-4586-C,Gear Rear,MDL-46,Toyota Motor,4,38.3,251.03,27.35,200,PA6,PA6-GF-30,Blue,MLD-695,MC-07 (450T),1.24,90
PN-2536-C,Cover Rear,MDL-85,Astra Honda,1,10.6,22.84,1.85,1000,PC,PC-GF-30,Red,MLD-431,MC-01 (50T),2.49,30
PN-5507-A,Panel Outer,MDL-69,Yamaha Music,16,55,431.55,42.81,200,PMMA,PMMA-GF-30,Natural,MLD-675,MC-08 (650T),1.46,60
PN-1955-B,Housing Front,MDL-45,LG Electronics,4,36.5,174.97,9.77,50,PP,PP-GF-30,Red,MLD-876,MC-01 (50T),1.26,60
PN-9541-A,Lever Rear,MDL-70,Yamaha Music,1,51.7,408.49,79.03,1000,PMMA,PMMA-V0-55,Black,MLD-547,MC-08 (650T),2.9,30
PN-1885-A,Cover Rear,MDL-10,LG Electronics,1,40.1,230.28,34.83,100,PP,PP-GF-30,Red,MLD-491,MC-08 (650T),1.48,120
PN-6598-B,Gear Outer,MDL-94,Astra Honda,4,38,228.74,15.02,1000,PP,PP-HI-121,Grey,MLD-216,MC-05 (250T),1.01,90
PN-1416-C,Gear Front,MDL-96,Toyota Motor,2,36.5,268.1,43.57,100,POM,POM-GF-30,White,MLD-355,MC-06 (350T),2.04,120
PN-2063-A,Bracket Front,MDL-50,Astra Honda,4,32.5,193.91,15.97,50,PC,PC-GF-30,White,MLD-325,MC-01 (50T),2.9,120
PN-2983-C,Cover Inner,MDL-50,Astra Honda,1,25.3,155.73,18.33,200,ABS,ABS-Standard,Natural,MLD-559,MC-03 (110T),1.93,30
PN-5597-C,Bracket Front,MDL-99,LG Electronics,16,49.5,407.56,66.9,100,PC,PC-V0-55,Black,MLD-106,MC-06 (350T),1.22,45
PN-5163-A,Housing Front,MDL-24,Samsung,4,44.8,283.84,15.61,1000,PP,PP-Standard,White,MLD-450,MC-07 (450T),0.8,120
PN-5104-A,Panel Front,MDL-35,Yamaha Music,4,51.1,390.92,51.02,200,PMMA,PMMA-HI-121,Black,MLD-841,MC-05 (250T),0.89,120
PN-9492-B,Cover Inner,MDL-65,LG Electronics,16,16.6,55.07,4.27,1000,PC,PC-GF-30,Blue,MLD-128,MC-03 (110T),2.63,120
PN-1302-B,Cover Inner,MDL-18,Astra Honda,1,38.4,287.56,18.3,500,PC,PC-V0-55,Red,MLD-586,MC-05 (250T),0.54,120
PN-2573-B,Panel Outer,MDL-66,Samsung,8,60.2,413.81,76.38,100,PA6,PA6-GF-30,Grey,MLD-380,MC-05 (250T),1.11,45
PN-1280-B,Lever Inner,MDL-34,Yamaha Music,4,36.1,290.71,50.27,200,PP,PP-V0-55,Black,MLD-404,MC-05 (250T),1.57,60
PN-3441-B,Cover Outer,MDL-23,Yamaha Music,4,46.4,272.66,46.24,100,PMMA,PMMA-GF-30,Red,MLD-338,MC-08 (650T),1.17,120
PN-4600-C,Housing Front,MDL-33,Yamaha Music,8,24.5,191.32,25.66,100,PMMA,PMMA-GP-100,Natural,MLD-194,MC-01 (50T),2.5,60
PN-6132-C,Lever Outer,MDL-10,Astra Honda,2,34.1,189.74,20.65,200,PMMA,PMMA-V0-55,White,MLD-771,MC-02 (80T),2.89,30
PN-8188-B,Cap Outer,MDL-33,Yamaha Music,2,57.3,392.52,49.46,500,PP,PP-V0-55,Natural,MLD-406,MC-05 (250T),1.41,60
PN-8484-B,Panel Inner,MDL-90,LG Electronics,8,11.8,25.38,2.22,1000,POM,POM-HI-121,Grey,MLD-579,MC-01 (50T),2.58,30
PN-5179-A,Gear Inner,MDL-28,LG Electronics,16,44.7,273.5,22.7,100,PMMA,PMMA-GF-30,Red,MLD-377,MC-06 (350T),0.84,45
PN-9420-B,Cap Outer,MDL-94,Samsung,4,51,336.62,53.25,500,POM,POM-V0-55,Red,MLD-106,MC-07 (450T),2.14,30
PN-4998-C,Cap Outer,MDL-25,Samsung,8,56.3,380.26,63.42,100,PA6,PA6-GF-30,Natural,MLD-525,MC-05 (250T),2.09,120
PN-3869-C,Bracket Outer,MDL-94,Samsung,2,21,26.7,2.82,50,PP,PP-V0-55,White,MLD-297,MC-04 (150T),2.49,60
PN-3358-B,Bracket Inner,MDL-89,Astra Honda,8,43.1,311.3,23.86,1000,PC,PC-HI-121,Natural,MLD-977,MC-06 (350T),1.16,60
PN-3177-C,Housing Outer,MDL-85,Toyota Motor,16,27.3,100.78,10.61,100,PA6,PA6-Standard,Grey,MLD-189,MC-04 (150T),1.2,90
PN-8297-C,Lever Outer,MDL-59,Yamaha Music,1,22.8,117.96,7.49,200,PC,PC-Standard,Blue,MLD-501,MC-04 (150T),0.82,45
PN-7062-A,Housing Front,MDL-77,Samsung,16,46.9,383.57,53.09,1000,PC,PC-HI-121,Grey,MLD-491,MC-05 (250T),2.1,30
PN-1946-B,Gear Outer,MDL-94,Astra Honda,16,24.3,149.32,25.41,500,PP,PP-GF-30,Red,MLD-807,MC-02 (80T),1.1,120
PN-1135-C,Panel Outer,MDL-28,Samsung,8,45.6,301.18,44.3,200,POM,POM-GF-30,Black,MLD-448,MC-08 (650T),2.52,30
PN-5406-A,Cap Outer,MDL-67,Astra Honda,16,36.3,179.46,33.89,500,PMMA,PMMA-Standard,Natural,MLD-264,MC-02 (80T),1.79,30
PN-5245-B,Housing Rear,MDL-21,LG Electronics,1,51.4,337.59,66.16,50,PA6,PA6-Standard,Blue,MLD-271,MC-06 (350T),1.08,30
PN-6967-A,Gear Rear,MDL-10,Samsung,4,16.6,45.13,3.76,50,PMMA,PMMA-GF-30,White,MLD-415,MC-04 (150T),1.64,45
PN-1915-B,Gear Inner,MDL-58,Samsung,4,22.4,107.86,20.44,200,PA6,PA6-GP-100,Natural,MLD-527,MC-02 (80T),1.34,30
PN-2023-A,Panel Outer,MDL-62,Astra Honda,8,24.9,133.16,18.05,100,PMMA,PMMA-GF-30,Black,MLD-698,MC-02 (80T),1.1,30
PN-1091-B,Panel Front,MDL-31,Yamaha Music,16,34.4,195.51,13.9,100,PMMA,PMMA-GP-100,Red,MLD-132,MC-03 (110T),2.04,60
PN-3485-A,Cap Rear,MDL-72,Yamaha Music,16,20.9,19.28,2.41,100,PMMA,PMMA-HI-121,Grey,MLD-538,MC-03 (110T),1.09,60
PN-6929-C,Gear Inner,MDL-17,Yamaha Music,2,35.9,218.06,33.59,100,PP,PP-Standard,White,MLD-184,MC-08 (650T),2.73,45
PN-4017-B,Gear Outer,MDL-13,Yamaha Music,16,37.8,221.82,16.91,100,PMMA,PMMA-GP-100,Black,MLD-508,MC-07 (450T),1.94,90
PN-2053-C,Panel Rear,MDL-94,Astra Honda,8,31.8,205.71,40.42,200,POM,POM-Standard,Grey,MLD-416,MC-07 (450T),2.77,45
PN-1755-A,Housing Front,MDL-72,LG Electronics,2,26.7,100.89,7.35,1000,POM,POM-V0-55,Natural,MLD-505,MC-03 (110T),2.79,90
PN-7905-C,Housing Outer,MDL-67,Toyota Motor,16,43.4,337.46,57.16,200,POM,POM-GF-30,White,MLD-296,MC-08 (650T),0.92,120
PN-1085-C,Gear Rear,MDL-43,LG Electronics,4,28.3,110,14.7,100,PMMA,PMMA-Standard,White,MLD-595,MC-03 (110T),2.64,120
PN-1856-B,Cap Inner,MDL-48,Toyota Motor,2,62.2,495.97,36.94,200,ABS,ABS-GP-100,Blue,MLD-174,MC-08 (650T),2.36,90
PN-4861-C,Cover Front,MDL-65,Yamaha Music,16,61.5,446.68,66.54,100,PC,PC-Standard,Red,MLD-302,MC-05 (250T),1.39,90
PN-9016-A,Bracket Outer,MDL-92,Samsung,1,59.2,484.47,71.43,500,PP,PP-Standard,Blue,MLD-963,MC-06 (350T),1.63,90
PN-9707-C,Cap Outer,MDL-81,LG Electronics,4,51.7,355.79,66.58,50,PA6,PA6-GP-100,Blue,MLD-404,MC-07 (450T),2.27,90
PN-3108-C,Cover Inner,MDL-89,Astra Honda,8,8.4,12.47,1.2,200,PMMA,PMMA-V0-55,Blue,MLD-300,MC-02 (80T),2.99,120
PN-1086-C,Cap Outer,MDL-67,Yamaha Music,16,53.6,383.52,42.61,1000,ABS,ABS-GF-30,White,MLD-920,MC-05 (250T),2.09,45
PN-9192-C,Housing Rear,MDL-56,LG Electronics,8,25,74.18,6.38,200,PC,PC-GP-100,Red,MLD-296,MC-03 (110T),0.8,60
PN-2752-C,Lever Outer,MDL-64,Samsung,1,26.2,196.02,31.28,100,PA6,PA6-Standard,Red,MLD-333,MC-01 (50T),1.89,30
PN-2991-B,Bracket Front,MDL-56,Samsung,2,38.5,280.18,15.77,50,PP,PP-V0-55,Blue,MLD-478,MC-06 (350T),2.41,90
PN-8915-B,Gear Rear,MDL-86,Samsung,2,61.8,481.13,82.05,500,PP,PP-HI-121,Red,MLD-447,MC-07 (450T),1.37,30
PN-9862-C,Bracket Outer,MDL-62,Yamaha Music,4,52.7,449.18,24.63,500,PP,PP-V0-55,Grey,MLD-844,MC-08 (650T),2.61,30
PN-2452-C,Cap Front,MDL-46,Toyota Motor,1,56.4,456.54,83.8,500,ABS,ABS-GF-30,Red,MLD-461,MC-07 (450T),0.71,30
PN-3638-A,Gear Rear,MDL-58,Samsung,1,15.2,65.99,5.26,50,PA6,PA6-V0-55,White,MLD-610,MC-04 (150T),2.71,60
PN-8866-A,Cover Rear,MDL-18,LG Electronics,1,21,119.42,15,100,PA6,PA6-V0-55,Grey,MLD-169,MC-02 (80T),1.06,30
PN-6480-B,Housing Front,MDL-44,Astra Honda,2,50.6,420.35,83.49,200,PMMA,PMMA-Standard,Black,MLD-720,MC-06 (350T),1.36,60
PN-6220-A,Gear Outer,MDL-87,Toyota Motor,8,35,230.54,15.68,200,PMMA,PMMA-GP-100,Red,MLD-586,MC-07 (450T),1.86,30
PN-1390-A,Lever Rear,MDL-78,Toyota Motor,16,62.5,490.03,49.11,100,PP,PP-V0-55,Natural,MLD-383,MC-07 (450T),0.9,60
PN-2829-B,Housing Front,MDL-80,Yamaha Music,16,37.5,191.62,21.3,200,PA6,PA6-V0-55,Black,MLD-530,MC-01 (50T),1.95,30
PN-7902-C,Housing Front,MDL-30,Yamaha Music,1,20.4,103.98,13.02,500,PMMA,PMMA-Standard,Natural,MLD-685,MC-01 (50T),2.43,90
PN-6279-C,Bracket Outer,MDL-13,LG Electronics,16,16.2,19.37,3.82,100,PP,PP-V0-55,Grey,MLD-585,MC-04 (150T),2.53,60
